time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-07-17T08:00:08.720Z,31.482,-115.6125,5.05,3.41,ml,16,72,0.1722,0.27,ci,ci40661967,2024-07-19T22:31:32.802Z,"93 km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.33,1.36,0.198,149,reviewed,ci,ci
2024-07-17T07:04:05.330Z,17.9238333333333,-66.8803333333333,13.12,2.95,md,13,222,0.05514,0.15,pr,pr71455638,2024-07-17T07:18:15.210Z,"6 km SSE of Guánica, Puerto Rico",earthquake,0.56,0.45,0.00741039142065025,4,reviewed,pr,pr
2024-07-17T06:50:20.300Z,36.5723342895508,-121.186668395996,5.69999980926514,3.06,ml,56,49,0.11,0.27,nc,nc75036052,2024-07-17T18:35:42.034Z,"6 km NNW of Pinnacles, CA",earthquake,0.35,1.65999997,0.276,22,automatic,nc,nc
2024-07-17T06:17:02.839Z,60.7499,169.6357,10,4.3,mb,50,67,8.404,1.24,us,us7000mzrk,2024-07-17T08:18:21.040Z,"199 km E of Tilichiki, Russia",earthquake,9.87,1.92,0.056,91,reviewed,us,us
2024-07-17T06:04:48.043Z,58.3423,-133.2906,0,2.5,ml,,,,0.8,ak,ak024957jmh0,2024-07-17T07:41:48.040Z,"66 km E of Juneau, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-07-17T05:27:19.050Z,19.4795,-66.0563333333333,50.37,3.4,md,13,311,1.093,0.33,pr,pr71455623,2024-07-17T06:13:15.730Z,"112 km N of San Juan, Puerto Rico",earthquake,2.71,11.28,0.0698867265249654,7,reviewed,pr,pr
2024-07-17T05:15:42.716Z,59.1718,-152.404,55.9,3.3,ml,,,,0.45,ak,ak0249570jb6,2024-07-17T06:59:56.040Z,"34 km SW of Nanwalek, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-07-17T04:41:41.021Z,32.22,-101.991,8.1787,2.9,ml,16,61,0.1,0.1,tx,tx2024nycy,2024-07-19T21:51:07.468Z,"21 km WNW of Stanton, Texas",earthquake,0.6171732510526092,0.8432773469656294,0.2,24,reviewed,tx,tx
2024-07-17T04:00:50.610Z,19.385,-155.241666666667,1.8,2.8,ml,26,70,0.009117,0.08,hv,hv74339571,2024-07-17T04:17:42.460Z,"6 km S of Volcano, Hawaii",earthquake,0.17,0.19,0.186208199586768,13,reviewed,hv,hv
2024-07-17T03:23:24.960Z,17.9408333333333,-66.8938333333333,11.11,2.45,md,7,255,0.03424,0.12,pr,pr71455613,2024-07-17T03:29:55.080Z,"3 km SSE of Guánica, Puerto Rico",earthquake,0.66,0.49,0.00710815541628573,3,reviewed,pr,pr
2024-07-17T02:23:24.690Z,17.9366666666667,-66.9585,11.5,2.94,md,16,220,0.05917,0.13,pr,pr71455598,2024-07-17T02:46:48.860Z,"6 km SW of Guánica, Puerto Rico",earthquake,0.5,0.32,0.0529592004537069,7,reviewed,pr,pr
2024-07-17T02:09:28.445Z,41.5593,46.0949,29.649,4.1,mwr,35,89,0.876,0.72,us,us7000mzq9,2024-07-18T04:04:47.318Z,"12 km ESE of Ts’nori, Georgia",earthquake,4.18,7.016,0.083,14,reviewed,us,us
2024-07-17T00:25:36.912Z,32.22,-101.988,6.9092,2.5,ml,21,61,0,0.1,tx,tx2024nxum,2024-07-17T22:40:42.040Z,"21 km WNW of Stanton, Texas",earthquake,0.5211832689393148,0.7236626501876992,0,6,reviewed,tx,tx
2024-07-16T23:39:28.641Z,1.246,126.0894,10,5.4,mww,117,39,1.361,1.13,us,us7000mzpj,2024-07-17T23:43:55.788Z,"109 km ESE of Bitung, Indonesia",earthquake,6.61,1.819,0.098,10,reviewed,us,us
2024-07-16T20:10:52.565Z,19.2032,-155.3994,33.398,2.6,ml,25,163,0.076,0.39,us,us7000mznk,2024-07-16T20:26:39.040Z,"8 km E of Pāhala, Hawaii",earthquake,8.55,7.915,0.052,48,reviewed,us,us
2024-07-16T19:59:57.780Z,40.2265,-121.144833333333,5.78,2.57,md,30,66,0.02118,0.24,nc,nc75035712,2024-07-20T00:09:27.111Z,"2 km NE of Prattville, CA",earthquake,0.37,0.6,0.131,24,reviewed,nc,nc
2024-07-16T19:51:13.846Z,51.7589,178.4642,103.412,4.9,mb,93,81,0.208,0.62,us,us7000mznc,2024-07-16T23:19:12.576Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,11,3.951,0.026,456,reviewed,us,us
2024-07-16T19:10:07.650Z,19.388,-155.2745,1.94,2.82,ml,31,43,0.006966,0.11,hv,hv74338052,2024-07-18T15:34:01.040Z,"7 km SW of Volcano, Hawaii",earthquake,0.17,0.12,0.142477027344857,11,reviewed,hv,hv
2024-07-16T17:32:55.383Z,-1.7815,36.2153,10,4.6,mb,22,111,1.224,0.68,us,us7000mzmk,2024-07-17T19:54:43.143Z,"15 km NNW of Magadi, Kenya",earthquake,9.15,1.933,0.126,19,reviewed,us,us
2024-07-16T17:19:30.960Z,19.3933333333333,-155.250333333333,1.76,2.62,ml,26,51,0.007837,0.09,hv,hv74337872,2024-07-16T20:29:36.040Z,"5 km SSW of Volcano, Hawaii",earthquake,0.17,0.19,0.175164040505824,10,reviewed,hv,hv
2024-07-16T17:06:27.373Z,31.572,-104.026,7.3944,2.7,ml,14,74,0,0.1,tx,tx2024nxfy,2024-07-18T15:37:22.040Z,"36 km NW of Toyah, Texas",earthquake,0.5568180987098656,0.4700726277931754,0.2,12,reviewed,tx,tx
2024-07-16T15:40:45.022Z,32.5277,48.973,10,4.6,mb,145,58,3.71,0.5,us,us7000mzll,2024-07-16T21:12:13.040Z,"51 km ENE of Shahrak-e Kūlūrī, Iran",earthquake,3.55,1.834,0.048,134,reviewed,us,us
2024-07-16T15:05:40.540Z,33.1588333,-116.4651667,7.36,2.71,ml,93,16,0.0844,0.19,ci,ci40661111,2024-07-17T22:15:23.624Z,"14 km SW of Borrego Springs, CA",earthquake,0.12,0.72,0.239,26,reviewed,ci,ci
2024-07-16T14:38:48.741Z,-23.6683,-66.9062,196.051,4.3,mb,38,52,1.37,0.63,us,us7000mzk0,2024-07-16T18:54:33.040Z,"85 km NW of San Antonio de los Cobres, Argentina",earthquake,7.65,4.288,0.1,29,reviewed,us,us
2024-07-16T14:29:14.867Z,16.3816,-97.5176,12.004,4.8,mb,212,78,1.545,0.59,us,us7000mzjz,2024-07-18T17:55:29.827Z,"8 km NNE of Tataltepec de Valdés, Mexico",earthquake,7.5,4.065,0.027,414,reviewed,us,us
2024-07-16T14:21:58.620Z,19.3831666666667,-155.2425,0.75,2.63,ml,23,79,0.008637,0.1,hv,hv74337507,2024-07-16T18:32:55.040Z,"6 km S of Volcano, Hawaii",earthquake,0.17,0.16,0.114495055782131,11,reviewed,hv,hv
2024-07-16T14:17:08.400Z,17.9413,-66.6523,6,3.06,md,18,161,0.1371,0.22,pr,pr2024198000,2024-07-16T22:54:02.222Z,"8 km SSW of Ponce, Puerto Rico",earthquake,0.42,0.6,0.14,13,reviewed,pr,pr
2024-07-16T13:59:11.940Z,19.5406666666667,-156.036333333333,42.12,2.94,ml,41,219,0.1137,0.14,hv,hv74337432,2024-07-16T19:40:53.670Z,"8 km WSW of Kahaluu-Keauhou, Hawaii",earthquake,0.61,0.61,0.195036916812253,11,reviewed,hv,hv
2024-07-16T13:33:24.570Z,19.3883333333333,-155.243166666667,1.69,2.83,ml,51,44,0.008184,0.1,hv,hv74337362,2024-07-16T17:56:02.040Z,"6 km S of Volcano, Hawaii",earthquake,0.17,0.14,0.174509566663785,23,reviewed,hv,hv
2024-07-16T13:31:55.702Z,51.5853,178.8262,71.76,3.7,mb,113,142,0.363,0.79,us,us7000mzjp,2024-07-16T17:48:51.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,6.6,5.501,0.06,71,reviewed,us,us
2024-07-16T13:19:20.744Z,35.9718,140.0895,71.614,4.4,mwr,98,84,1.623,0.87,us,us7000mzjf,2024-07-16T22:55:00.959Z,"3 km W of Ushiku, Japan",earthquake,6.16,6.296,0.086,13,reviewed,us,us
2024-07-16T12:29:44.985Z,-19.1004,169.536,273.845,5,mb,59,36,4.004,0.91,us,us7000mzj6,2024-07-16T12:44:36.040Z,"55 km NNE of Isangel, Vanuatu",earthquake,9.71,7.927,0.068,69,reviewed,us,us
2024-07-16T12:20:02.980Z,19.5425,-155.618166666667,8.54,3.44,ml,62,47,0.02443,0.13,hv,hv74337222,2024-07-16T17:24:16.477Z,"27 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.27,0.28,0.179137979752866,43,reviewed,hv,hv
2024-07-16T11:53:04.924Z,-17.8757,-178.3336,594.556,4.4,mb,46,70,3.445,1.03,us,us7000mzj0,2024-07-16T12:09:52.040Z,"249 km E of Levuka, Fiji",earthquake,12.53,8.961,0.067,64,reviewed,us,us
2024-07-16T09:02:54.044Z,35.1914,141.2101,24.96,4.7,mb,38,133,2.372,1.06,us,us7000mzid,2024-07-16T09:48:25.040Z,"69 km SSE of Hasaki, Japan",earthquake,7.57,6.052,0.126,19,reviewed,us,us
2024-07-16T08:42:02.750Z,36.9831666666667,-121.464,3.88,3.38,ml,109,35,0.04522,0.19,nc,nc75035487,2024-07-18T17:26:35.100Z,"10 km ESE of Gilroy, CA",earthquake,0.14,0.38,0.133,82,reviewed,nc,nc
2024-07-16T08:41:33.960Z,36.9826666666667,-121.463666666667,2.5,3.26,ml,115,35,0.04578,0.16,nc,nc75035492,2024-07-18T10:32:30.820Z,"10 km ESE of Gilroy, CA",earthquake,0.12,0.51,0.147,83,reviewed,nc,nc
2024-07-16T08:25:50.797Z,-52.8123,25.8396,10,4.8,mb,19,87,17.967,0.62,us,us7000mzhz,2024-07-16T08:49:37.040Z,"south of Africa",earthquake,13.62,1.917,0.131,18,reviewed,us,us
2024-07-16T06:36:43.051Z,29.302,142.5621,10,5.2,mww,51,143,2.223,0.77,us,us7000mzhn,2024-07-16T12:48:35.040Z,"Izu Islands, Japan region",earthquake,6.9,1.879,0.066,22,reviewed,us,us
2024-07-16T06:24:17.730Z,36.1508333,-118.0515,0.85,3.02,ml,34,51,0.1626,0.18,ci,ci40660767,2024-07-16T14:43:56.939Z,"15 km NW of Coso Junction, CA",earthquake,0.21,0.51,0.153,130,reviewed,ci,ci
2024-07-16T05:27:23.978Z,-18.053,-178.2125,502.366,4.4,mb,75,36,3.569,0.79,us,us7000mzhg,2024-07-16T05:50:41.040Z,"261 km E of Levuka, Fiji",earthquake,11.27,6.58,0.057,87,reviewed,us,us
2024-07-16T05:05:40.036Z,-18.1563,-177.7645,589.812,4.6,mb,46,50,3.848,0.84,us,us7000mzhe,2024-07-16T05:27:14.040Z,"Fiji region",earthquake,9.13,8.669,0.094,34,reviewed,us,us
2024-07-16T03:08:35.362Z,44.0597,147.7363,55.134,4.2,mb,29,153,3.706,0.69,us,us7000mzh5,2024-07-17T01:36:57.040Z,"86 km ENE of Shikotan, Russia",earthquake,12.14,9.563,0.117,20,reviewed,us,us
2024-07-16T03:00:37.310Z,19.3878333333333,-155.240166666667,1.11,2.98,ml,37,52,0.01077,0.16,hv,hv74336362,2024-07-17T01:19:59.040Z,"6 km S of Volcano, Hawaii",earthquake,0.17,0.15,0.093807306790862,13,reviewed,hv,hv
2024-07-16T02:53:09.295Z,-4.2064,102.0443,70.393,4.9,mb,53,132,0.922,0.56,us,us7000mzh0,2024-07-17T01:11:52.040Z,"51 km SSW of Bengkulu, Indonesia",earthquake,10.55,6.454,0.067,70,reviewed,us,us
2024-07-16T02:42:05.824Z,31.5363,49.7122,10,4.1,mb,31,131,4.89,0.67,us,us7000mzgz,2024-07-17T00:46:19.040Z,"30 km NNE of Rāmhormoz, Iran",earthquake,6.55,1.944,0.12,19,reviewed,us,us
2024-07-16T02:25:16.050Z,40.4976666666667,-124.4445,19.47,2.71,md,36,226,,0.16,nc,nc75035397,2024-07-18T17:51:41.210Z,"18 km WSW of Ferndale, CA",earthquake,0.84,0.37,0.149,45,reviewed,nc,nc
2024-07-16T02:06:49.810Z,36.981,-121.460833333333,3.74,2.49,md,89,41,0.04829,0.15,nc,nc75035382,2024-07-18T07:06:56.250Z,"10 km ESE of Gilroy, CA",earthquake,0.14,0.45,0.121,34,reviewed,nc,nc
2024-07-16T01:19:07.363Z,30.0972,57.733,10,4.6,mb,57,144,5.308,0.72,us,us7000mzgq,2024-07-17T00:34:38.040Z,"66 km ESE of Kerman, Iran",earthquake,10,1.941,0.057,93,reviewed,us,us
2024-07-15T23:19:27.977Z,17.5071,122.4234,10.661,4.7,mb,74,106,5.432,0.73,us,us7000mzgh,2024-07-15T23:36:39.770Z,"47 km N of Dicabisagan, Philippines",earthquake,9.59,4.263,0.059,86,reviewed,us,us
2024-07-15T21:03:56.190Z,19.3913333333333,-155.2435,1.59,2.73,ml,23,66,0.009376,0.1,hv,hv74335847,2024-07-15T21:47:52.090Z,"5 km S of Volcano, Hawaii",earthquake,0.18,0.2,0.111788200316915,10,reviewed,hv,hv
2024-07-15T20:13:53.774Z,31.4635,-115.4304,10,2.9,ml,10,280,1.252,0.83,us,us7000mzfd,2024-07-15T23:59:15.601Z,"74 km NW of San Felipe, Mexico",earthquake,2.62,1.998,0.081,20,reviewed,us,us
2024-07-15T19:08:41.341Z,-21.2615,-68.3146,124.342,4.9,mb,80,44,1.014,1.41,us,us7000mzf1,2024-07-15T19:41:41.177Z,"7 km WSW of Ollagüe, Chile",earthquake,5.86,5.482,0.05,128,reviewed,us,us
2024-07-15T18:21:59.445Z,-16.4487,-172.3973,10,5.3,mww,40,106,2.594,1.09,us,us7000mzev,2024-07-15T18:39:17.040Z,"159 km ESE of Hihifo, Tonga",earthquake,8.28,1.851,0.098,10,reviewed,us,us
2024-07-15T18:01:24.140Z,18.726,-66.7953333333333,20.45,2.68,md,6,295,0.4761,0.09,pr,pr71455498,2024-07-15T18:13:03.320Z,"26 km N of Hatillo, Puerto Rico",earthquake,1.14,11.22,0.0555721210960374,3,reviewed,pr,pr
2024-07-15T17:40:18.477Z,-16.2694,-172.4985,10,5.8,mww,28,94,2.447,0.96,us,us7000mzel,2024-07-15T18:01:07.131Z,"143 km ESE of Hihifo, Tonga",earthquake,6.73,1.745,0.086,13,reviewed,us,us
2024-07-15T17:14:18.425Z,-21.097,-68.7592,120.825,4.7,mb,34,69,0.682,0.82,us,us7000mzeg,2024-07-15T19:03:03.543Z,"54 km WNW of Ollagüe, Chile",earthquake,6.62,5.5,0.106,27,reviewed,us,us
2024-07-15T16:02:43.100Z,19.2675,-155.386666666667,34.6,2.75,ml,61,115,0.03155,0.12,hv,hv74335432,2024-07-18T15:42:51.040Z,"12 km NE of Pāhala, Hawaii",earthquake,0.54,0.44,0.290305896165952,37,reviewed,hv,hv
2024-07-15T14:32:33.242Z,61.3,-146.9165,33.364,2.9,ml,19,114,0.344,0.57,us,us7000mzcl,2024-07-15T16:39:27.142Z,"35 km WNW of Valdez, Alaska",earthquake,2.39,8.846,0.062,34,reviewed,us,us
2024-07-15T14:31:57.022Z,59.5152,-152.8518,106.1,3.1,ml,,,,0.14,ak,ak024921e7cm,2024-07-15T15:12:18.040Z,"55 km WNW of Nanwalek, Alaska",earthquake,,1.7,,,automatic,ak,ak
2024-07-15T13:29:21.057Z,-18.7056,-177.7227,607.735,4.8,mb,61,74,3.409,1,us,us7000mzce,2024-07-15T14:08:10.040Z,"Fiji region",earthquake,12.84,8.685,0.08,48,reviewed,us,us
2024-07-15T13:25:59.097Z,52.1227,-170.5788,27.415,3.9,mb,26,214,0.846,0.93,us,us7000mzca,2024-07-15T16:39:45.413Z,"147 km SW of Nikolski, Alaska",earthquake,13.92,20.058,0.103,25,reviewed,us,us
2024-07-15T13:22:10.937Z,51.9056,-170.4055,38.285,3.8,mb,32,225,0.936,0.61,us,us7000mze8,2024-07-15T17:07:20.040Z,"155 km SW of Nikolski, Alaska",earthquake,2.58,15.608,0.1,26,reviewed,us,us
2024-07-15T13:04:52.136Z,65.8751,-135.0857,12.981,4.1,mb,39,47,1.433,0.55,us,us7000mzc0,2024-07-16T13:14:11.097Z,"283 km SSW of Inuvik, Canada",earthquake,5.85,3.383,0.097,29,reviewed,us,us
2024-07-15T11:57:05.209Z,36.46566667,-98.80133333,6.09,2.53,ml,81,54,0.01619682163,0.23,ok,ok2024nvag,2024-07-15T12:43:52.267Z,"14 km SSE of Waynoka, Oklahoma",earthquake,,0.4,0.29,22,reviewed,ok,ok
2024-07-15T11:51:30.310Z,17.9041666666667,-66.7175,13.76,2.55,md,7,243,0.1739,0.11,pr,pr71455463,2024-07-15T12:06:16.810Z,"10 km S of Tallaboa, Puerto Rico",earthquake,1.46,0.92,0.0313650941720462,3,reviewed,pr,pr
2024-07-15T11:07:09.244Z,-18.8354,-67.9162,205.378,4.5,mb,40,45,1.746,1.1,us,us7000mzbd,2024-07-15T12:17:55.040Z,"90 km ENE of Colchane, Chile",earthquake,7.82,8.916,0.113,23,reviewed,us,us
2024-07-15T10:31:25.920Z,17.9466666666667,-66.965,13.51,2.48,md,8,213,0.07874,0.11,pr,pr71455438,2024-07-15T10:51:14.490Z,"6 km WSW of Guánica, Puerto Rico",earthquake,1,0.75,0.205426593744997,5,reviewed,pr,pr
2024-07-15T09:00:12.518Z,46.2208,149.2909,179.649,4.2,mb,38,161,4.562,0.57,us,us7000mzb2,2024-07-16T07:47:46.040Z,"155 km NE of Kuril’sk, Russia",earthquake,10.49,12.471,0.098,29,reviewed,us,us
2024-07-15T08:15:49.644Z,-4.0292,142.9846,43.447,5.2,mb,71,46,2.73,0.77,us,us7000mzax,2024-07-15T20:43:22.719Z,"27 km NE of Ambunti, Papua New Guinea",earthquake,7.79,5.441,0.057,102,reviewed,us,us
2024-07-15T07:53:54.366Z,41.6477,-88.7058,9.785,3.4,mb_lg,55,21,0.561,0.44,us,us7000mzav,2024-07-19T02:32:07.544Z,"2 km NW of Somonauk, Illinois",earthquake,2.14,6.833,0.04,161,reviewed,us,us
2024-07-15T07:45:35.530Z,17.9356666666667,-66.831,16.95,2.54,md,6,217,0.08236,0.1,pr,pr71455433,2024-07-15T08:00:27.160Z,"6 km S of Indios, Puerto Rico",earthquake,0.69,0.55,0.256602742395504,3,reviewed,pr,pr
2024-07-15T07:34:43.589Z,66.194,-147.5642,13.3,2.6,ml,,,,0.71,ak,ak02491x8s86,2024-07-15T09:15:33.040Z,"19 km SSW of Beaver, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-07-15T06:56:44.728Z,1.2131,-85.2883,10,4.3,mb,22,183,5.664,1.14,us,us7000mzat,2024-07-15T09:44:12.040Z,"off the coast of Ecuador",earthquake,9.6,1.984,0.177,9,reviewed,us,us
2024-07-15T06:01:19.820Z,18.7321666666667,-66.3388333333333,56.78,2.56,md,10,232,0.5986,0.19,pr,pr71455428,2024-07-15T06:18:18.630Z,"29 km N of Brenas, Puerto Rico",earthquake,2.06,3.49,0.101558811857365,6,reviewed,pr,pr
2024-07-15T05:59:36.355Z,8.2356,-82.8627,10,4.2,mb,58,123,0.484,0.65,us,us7000mzaj,2024-07-19T07:17:34.040Z,"4 km S of Puerto Armuelles, Panama",earthquake,4.37,1.781,0.104,26,reviewed,us,us
2024-07-15T05:49:01.898Z,8.2536,-82.8127,10,4.4,mb,50,126,0.525,0.73,us,us7000mzah,2024-07-19T07:42:07.040Z,"6 km ESE of Puerto Armuelles, Panama",earthquake,5.33,1.944,0.109,24,reviewed,us,us
2024-07-15T04:59:32.436Z,-14.7816,-173.3796,10,5,mb,51,61,1.774,0.63,us,us7000mzae,2024-07-15T23:28:49.040Z,"137 km NNE of Hihifo, Tonga",earthquake,10.04,1.624,0.036,247,reviewed,us,us
2024-07-15T04:57:45.910Z,18.029,-66.7566666666667,17.35,2.78,md,16,154,0.03436,0.16,pr,pr71455418,2024-07-15T05:44:40.101Z,"1 km NE of Magas Arriba, Puerto Rico",earthquake,0.38,0.41,0.117244932112933,8,reviewed,pr,pr
2024-07-15T04:25:41.842Z,-18.8724,169.3691,252.88,4.9,mb,59,32,4.134,0.49,us,us7000mza1,2024-07-15T22:53:28.040Z,"74 km N of Isangel, Vanuatu",earthquake,9.31,6.951,0.034,264,reviewed,us,us
2024-07-15T03:01:47.479Z,-17.989,-178.4642,569.632,4.3,mb,63,77,3.326,0.85,us,us7000mz9t,2024-07-15T21:47:27.040Z,"235 km E of Levuka, Fiji",earthquake,11.53,6.448,0.039,194,reviewed,us,us
2024-07-15T02:46:58.350Z,36.465,-98.79683333,6.51,3.56,ml,91,72,0,0.19,ok,ok2024nuic,2024-07-16T02:51:12.610Z,"14 km SSE of Waynoka, Oklahoma",earthquake,,0.3,0.23,30,reviewed,ok,ok
2024-07-15T01:25:19.295Z,60.0746,-152.9351,112.6,2.5,ml,,,,0.44,ak,ak02491tm7bd,2024-07-15T21:05:39.040Z,"68 km WNW of Happy Valley, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-07-14T23:51:08.929Z,36.46316667,-98.80183333,6.63,3.07,ml,89,71,0,0.2,ok,ok2024nuch,2024-07-15T12:37:00.508Z,"14 km SSE of Waynoka, Oklahoma",earthquake,,0.3,0.25,34,reviewed,ok,ok
2024-07-14T21:33:18.558Z,30.4464,69.2959,10,5,mb,93,70,4.645,0.76,us,us7000mz90,2024-07-14T21:46:40.040Z,"61 km N of Kohlu, Pakistan",earthquake,8.36,1.879,0.055,104,reviewed,us,us
2024-07-14T20:15:19.561Z,-21.3161,-68.4306,128.247,4.9,mww,29,62,0.894,1.17,us,us7000mz8u,2024-07-15T14:57:45.997Z,"20 km WSW of Ollagüe, Chile",earthquake,7.2,7.524,0.083,14,reviewed,us,us
2024-07-14T19:31:37.975Z,31.654,-104.467,6.0999,2.8,ml,16,72,0,0.2,tx,tx2024nttu,2024-07-15T15:48:09.599Z,"58 km S of Whites City, New Mexico",earthquake,1.5773053682147715,0.914196548304069,0.2,13,reviewed,tx,tx
2024-07-14T19:03:56.040Z,18.6445,-66.468,64.15,2.79,md,7,261,0.4567,0.08,pr,pr71455393,2024-07-14T19:53:32.630Z,"20 km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.37,1.25,0.127397842001003,5,reviewed,pr,pr
2024-07-14T18:59:50.892Z,-48.6876,106.781,10,5,mb,40,129,17.748,0.63,us,us7000mz8e,2024-07-16T12:17:21.040Z,"southeast Indian Ridge",earthquake,15.99,1.855,0.118,23,reviewed,us,us
2024-07-14T18:47:22.961Z,-17.2106,-174.1996,117.597,4.7,mb,83,67,4.025,0.8,us,us7000mz8d,2024-07-14T19:15:43.040Z,"145 km SSW of Hihifo, Tonga",earthquake,7.5,5.487,0.035,247,reviewed,us,us
2024-07-14T18:44:01.777Z,-9.1068,123.5031,108.268,4.4,mb,34,50,0.992,0.61,us,us7000mz8c,2024-07-14T19:36:26.040Z,"61 km NNW of Naisano Dua, Indonesia",earthquake,9.37,6.995,0.11,24,reviewed,us,us
2024-07-14T18:03:38.628Z,33.4307,140.7547,61.124,4.5,mb,76,114,0.849,0.57,us,us7000mz88,2024-07-14T18:56:36.040Z,"190 km SSE of Tateyama, Japan",earthquake,9.31,6.713,0.06,82,reviewed,us,us
2024-07-14T14:45:19.454Z,-22.4954,-177.9441,317.119,4.5,mb,52,126,2.867,0.67,us,us7000mz7f,2024-07-14T17:08:12.040Z,"south of the Fiji Islands",earthquake,14.69,5.303,0.053,106,reviewed,us,us
2024-07-14T14:21:22.652Z,51.4953,-176.2385,51.782,4.5,mb,35,183,0.477,0.82,us,us7000mz7a,2024-07-14T14:59:50.357Z,"50 km SSE of Adak, Alaska",earthquake,6.86,8.418,0.045,143,reviewed,us,us
2024-07-14T12:44:11.465Z,-21.5909,-179.314,586.853,5.3,mb,62,57,3.853,0.91,us,us7000mz76,2024-07-14T12:57:41.040Z,"Fiji region",earthquake,12.26,8.83,0.072,64,reviewed,us,us
2024-07-14T12:43:36.452Z,22.294,143.6114,164.518,4.5,mb,48,204,4.953,0.4,us,us7000mz77,2024-07-14T13:19:13.040Z,"Volcano Islands, Japan region",earthquake,12.25,6.745,0.058,89,reviewed,us,us
2024-07-14T12:23:53.958Z,60.0579,-141.7783,5.1,2.5,ml,,,,0.81,ak,ak02490cm9oj,2024-07-15T06:04:39.040Z,"128 km WNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-07-14T12:18:30.190Z,19.3886666666667,-155.246166666667,1.79,2.49,ml,26,61,0.005782,0.09,hv,hv74333946,2024-07-16T00:53:37.070Z,"6 km SSW of Volcano, Hawaii",earthquake,0.18,0.15,0.0997634982013356,9,reviewed,hv,hv
2024-07-14T12:03:33.521Z,5.6424,126.8641,104.732,4.5,mb,26,158,1.908,0.44,us,us7000mz6x,2024-07-14T12:18:47.040Z,"109 km SE of Pondaguitan, Philippines",earthquake,9.64,10.256,0.136,16,reviewed,us,us
2024-07-14T11:13:45.155Z,29.851,138.5513,455.713,4,mb,58,75,3.428,0.74,us,us7000mz6n,2024-07-15T05:47:18.040Z,"Izu Islands, Japan region",earthquake,12.49,9.18,0.085,37,reviewed,us,us
2024-07-14T11:08:26.280Z,36.46416667,-98.79966667,6.51,3.46,ml,86,72,0,0.21,ok,ok2024ntdd,2024-07-15T11:12:29.461Z,"14 km SSE of Waynoka, Oklahoma",earthquake,,0.4,0.24,29,reviewed,ok,ok
2024-07-14T10:37:14.244Z,11.5577,-87.3845,36.588,4.5,mb,103,175,1.187,0.68,us,us7000mz6h,2024-07-14T11:51:24.040Z,"98 km WSW of Masachapa, Nicaragua",earthquake,3.07,9.327,0.047,132,reviewed,us,us
2024-07-14T10:04:53.980Z,18.1053333333333,-66.1258333333333,23.79,2.46,md,12,74,0.02329,0.07,pr,pr71455388,2024-07-14T10:29:13.750Z,"3 km SW of G. L. Garcia, Puerto Rico",earthquake,0.34,0.49,0.0536653292574147,5,reviewed,pr,pr
2024-07-14T10:01:01.149Z,8.4364,126.1547,11.462,4.6,mb,37,88,1.473,0.75,us,us7000mz6d,2024-07-14T10:49:17.040Z,"2 km SW of Tagbina, Philippines",earthquake,6.83,4.294,0.082,44,reviewed,us,us
2024-07-14T09:49:49.731Z,30.7871,139.6067,9.159,4.7,mb,73,93,2.328,0.6,us,us7000mz6a,2024-07-14T12:47:52.040Z,"Izu Islands, Japan region",earthquake,3.01,4.56,0.048,130,reviewed,us,us
2024-07-14T09:25:10.010Z,17.8766666666667,-66.8713333333333,6.62,2.88,md,9,225,0.1615,0.22,pr,pr71455378,2024-07-14T09:51:48.600Z,"11 km SSE of Guánica, Puerto Rico",earthquake,0.8,0.6,0.122600382022092,6,reviewed,pr,pr
2024-07-14T08:59:08.315Z,61.3451,-149.9296,43.9,2.8,ml,,,,0.64,ak,ak02490ag5gu,2024-07-15T21:56:54.685Z,"3 km ESE of Point MacKenzie, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2024-07-14T08:19:30.338Z,19.8337,121.2343,15.25,4.4,mb,51,104,2.973,0.68,us,us7000mz66,2024-07-14T09:02:31.040Z,"102 km SW of Basco, Philippines",earthquake,9.03,5.196,0.097,31,reviewed,us,us
2024-07-14T07:27:46.536Z,3.9344,128.1358,10.469,4.8,mb,47,105,3.234,1.02,us,us7000mz62,2024-07-14T07:46:41.040Z,"244 km N of Tobelo, Indonesia",earthquake,4.83,4.639,0.071,62,reviewed,us,us
2024-07-14T07:06:02.624Z,44.3697,-116.1576,10.859,2.5,ml,28,43,0.34,0.39,us,us7000mz61,2024-07-14T14:19:36.370Z,"9 km NW of Smiths Ferry, Idaho",earthquake,1.7,8.463,0.053,46,reviewed,us,us
